memid,facid,no_of_slots_booked,starttime
0,6,2,19-08-2012 16:30:00
0,6,4,19-08-2012 18:30:00
6,7,2,19-08-2012 08:00:00
5,7,2,19-08-2012 11:00:00
13,7,2,19-08-2012 13:30:00
15,7,2,19-08-2012 17:00:00
4,7,2,19-08-2012 18:30:00
0,8,1,19-08-2012 10:00:00
3,8,1,19-08-2012 11:00:00
4,8,1,19-08-2012 12:30:00
6,8,1,19-08-2012 13:00:00
1,8,1,19-08-2012 15:00:00
16,8,1,19-08-2012 15:30:00
2,8,1,19-08-2012 17:00:00
8,8,1,19-08-2012 17:30:00
12,8,1,19-08-2012 19:00:00
10,0,3,20-08-2012 08:30:00
10,0,3,20-08-2012 10:30:00
14,0,3,20-08-2012 12:00:00
4,0,3,20-08-2012 14:30:00
14,0,3,20-08-2012 16:30:00
16,0,3,20-08-2012 19:00:00
9,1,3,20-08-2012 08:00:00
16,1,3,20-08-2012 09:30:00
0,1,3,20-08-2012 12:00:00
10,1,6,20-08-2012 13:30:00
6,1,3,20-08-2012 16:30:00
8,1,3,20-08-2012 18:30:00
8,2,3,20-08-2012 08:30:00
5,2,6,20-08-2012 10:00:00
1,2,3,20-08-2012 13:00:00
1,2,6,20-08-2012 15:00:00
14,2,3,20-08-2012 19:00:00
1,3,2,20-08-2012 08:00:00
4,3,2,20-08-2012 11:00:00
8,3,2,20-08-2012 12:30:00
11,3,2,20-08-2012 15:30:00
3,3,2,20-08-2012 17:30:00
6,4,2,20-08-2012 08:30:00
3,4,2,20-08-2012 09:30:00
6,4,2,20-08-2012 10:30:00
13,4,2,20-08-2012 11:30:00
16,4,2,20-08-2012 12:30:00
5,4,2,20-08-2012 13:30:00
0,4,2,20-08-2012 14:30:00
16,4,2,20-08-2012 16:00:00
16,4,2,20-08-2012 17:30:00
0,4,2,20-08-2012 18:30:00
16,6,2,20-08-2012 08:00:00
13,6,2,20-08-2012 09:00:00
0,6,2,20-08-2012 10:30:00
6,6,2,20-08-2012 11:30:00
11,6,2,20-08-2012 12:30:00
0,6,2,20-08-2012 14:30:00
8,6,2,20-08-2012 16:30:00
6,6,2,20-08-2012 19:00:00
5,7,2,20-08-2012 08:00:00
1,7,2,20-08-2012 11:30:00
17,7,2,20-08-2012 12:30:00
6,7,2,20-08-2012 14:30:00
9,7,2,20-08-2012 16:00:00
17,7,2,20-08-2012 17:30:00
15,8,1,20-08-2012 10:30:00
3,8,1,20-08-2012 11:30:00
0,8,1,20-08-2012 13:30:00
2,8,1,20-08-2012 14:00:00
3,8,1,20-08-2012 17:00:00
2,8,1,20-08-2012 18:00:00
14,0,6,21-08-2012 09:00:00
0,0,3,21-08-2012 13:00:00
0,0,3,21-08-2012 18:00:00
11,1,3,21-08-2012 09:30:00
9,1,3,21-08-2012 11:00:00
10,1,3,21-08-2012 12:30:00
7,1,3,21-08-2012 14:00:00
10,1,3,21-08-2012 16:30:00
15,2,3,21-08-2012 08:00:00
1,2,3,21-08-2012 09:30:00
17,2,3,21-08-2012 11:00:00
2,2,3,21-08-2012 12:30:00
1,2,3,21-08-2012 15:30:00
15,2,3,21-08-2012 17:00:00
8,3,2,21-08-2012 10:30:00
16,3,2,21-08-2012 12:00:00
2,3,2,21-08-2012 16:00:00
1,3,2,21-08-2012 18:30:00
0,4,2,21-08-2012 08:30:00
7,4,2,21-08-2012 10:00:00
13,4,2,21-08-2012 11:00:00
14,4,2,21-08-2012 12:00:00
0,4,2,21-08-2012 13:00:00
16,4,2,21-08-2012 14:30:00
0,4,2,21-08-2012 16:30:00
0,4,2,21-08-2012 18:00:00
0,5,2,21-08-2012 08:00:00
0,5,2,21-08-2012 18:30:00
0,6,2,21-08-2012 09:00:00
0,6,4,21-08-2012 10:30:00
0,6,2,21-08-2012 14:00:00
0,6,2,21-08-2012 15:30:00
0,6,2,21-08-2012 17:00:00
0,6,2,21-08-2012 19:00:00
10,7,2,21-08-2012 09:30:00
13,7,2,21-08-2012 13:00:00
5,7,2,21-08-2012 15:30:00
5,7,2,21-08-2012 17:30:00
11,8,1,21-08-2012 08:00:00
6,8,1,21-08-2012 09:00:00
3,8,1,21-08-2012 09:30:00
16,8,1,21-08-2012 10:00:00
6,8,1,21-08-2012 10:30:00
3,8,1,21-08-2012 11:00:00
3,8,1,21-08-2012 12:00:00
3,8,1,21-08-2012 13:00:00
6,8,1,21-08-2012 13:30:00
16,8,2,21-08-2012 16:00:00
1,8,1,21-08-2012 19:30:00
11,0,3,22-08-2012 08:00:00
5,0,3,22-08-2012 10:00:00
0,0,6,22-08-2012 11:30:00
16,0,6,22-08-2012 15:00:00
11,0,3,22-08-2012 18:00:00
0,1,3,22-08-2012 08:30:00
0,1,3,22-08-2012 10:30:00
0,1,3,22-08-2012 13:00:00
7,1,3,22-08-2012 15:00:00
12,1,3,22-08-2012 17:00:00
10,2,3,22-08-2012 09:00:00
0,2,3,22-08-2012 10:30:00
1,2,3,22-08-2012 12:30:00
11,2,3,22-08-2012 15:00:00
0,2,6,22-08-2012 16:30:00
11,3,2,22-08-2012 10:00:00
3,3,2,22-08-2012 11:30:00
13,3,2,22-08-2012 13:00:00
1,3,2,22-08-2012 14:30:00
17,3,2,22-08-2012 15:30:00
15,3,2,22-08-2012 16:30:00
10,3,2,22-08-2012 18:30:00
15,3,2,22-08-2012 19:30:00
5,4,2,22-08-2012 08:00:00
9,4,2,22-08-2012 09:00:00
14,4,2,22-08-2012 10:00:00
0,4,2,22-08-2012 11:00:00
9,4,2,22-08-2012 12:00:00
0,4,2,22-08-2012 14:00:00
13,4,2,22-08-2012 15:00:00
3,4,2,22-08-2012 16:00:00
6,4,2,22-08-2012 17:00:00
0,4,4,22-08-2012 18:00:00
0,5,2,22-08-2012 18:00:00
8,6,2,22-08-2012 08:30:00
0,6,2,22-08-2012 09:30:00
12,6,2,22-08-2012 11:00:00
0,6,4,22-08-2012 12:00:00
6,6,2,22-08-2012 14:00:00
12,6,2,22-08-2012 15:30:00
0,6,4,22-08-2012 18:00:00
6,7,2,22-08-2012 09:30:00
4,7,2,22-08-2012 11:30:00
8,7,2,22-08-2012 15:00:00
1,7,2,22-08-2012 16:00:00
13,7,2,22-08-2012 17:30:00
8,8,1,22-08-2012 08:00:00
7,8,1,22-08-2012 11:30:00
8,8,1,22-08-2012 12:00:00
6,8,1,22-08-2012 12:30:00
3,8,1,22-08-2012 15:00:00
2,8,1,22-08-2012 15:30:00
15,8,1,22-08-2012 16:00:00
2,8,1,22-08-2012 17:00:00
3,8,1,22-08-2012 19:00:00
4,8,1,22-08-2012 19:30:00
9,8,1,22-08-2012 20:00:00
11,0,3,23-08-2012 08:30:00
14,0,3,23-08-2012 11:30:00
10,0,3,23-08-2012 13:00:00
5,0,3,23-08-2012 15:30:00
12,0,3,23-08-2012 17:00:00
12,1,3,23-08-2012 09:00:00
11,1,3,23-08-2012 10:30:00
0,1,3,23-08-2012 13:00:00
16,1,3,23-08-2012 14:30:00
10,1,3,23-08-2012 16:00:00
9,1,3,23-08-2012 17:30:00
15,1,3,23-08-2012 19:00:00
14,2,3,23-08-2012 09:30:00
1,2,3,23-08-2012 11:00:00
9,2,3,23-08-2012 13:30:00
8,2,3,23-08-2012 15:30:00
15,3,2,23-08-2012 09:30:00
3,3,2,23-08-2012 10:30:00
4,3,2,23-08-2012 14:00:00
1,3,2,23-08-2012 15:00:00
17,3,2,23-08-2012 16:00:00
3,3,2,23-08-2012 17:00:00
16,3,2,23-08-2012 19:00:00
0,4,4,23-08-2012 08:30:00
0,4,2,23-08-2012 11:00:00
11,4,2,23-08-2012 12:00:00
1,4,2,23-08-2012 13:00:00
5,4,2,23-08-2012 14:30:00
14,4,2,23-08-2012 15:30:00
2,4,2,23-08-2012 16:30:00
8,4,2,23-08-2012 17:30:00
3,4,2,23-08-2012 18:30:00
0,5,2,23-08-2012 12:00:00
0,5,2,23-08-2012 16:30:00
1,6,2,23-08-2012 08:00:00
0,6,4,23-08-2012 09:00:00
13,6,2,23-08-2012 13:00:00
12,6,4,23-08-2012 14:00:00
17,6,2,23-08-2012 18:00:00
4,7,2,23-08-2012 11:00:00
8,7,2,23-08-2012 14:00:00
13,7,2,23-08-2012 16:00:00
11,7,2,23-08-2012 17:00:00
10,7,2,23-08-2012 18:30:00
6,7,2,23-08-2012 19:30:00
17,8,1,23-08-2012 09:00:00
16,8,1,23-08-2012 09:30:00
6,8,1,23-08-2012 10:00:00
4,8,1,23-08-2012 10:30:00
3,8,1,23-08-2012 13:00:00
3,8,2,23-08-2012 14:30:00
9,8,1,23-08-2012 15:30:00
1,8,1,23-08-2012 16:00:00
16,8,1,23-08-2012 17:30:00
16,8,1,23-08-2012 18:30:00
17,8,1,23-08-2012 19:00:00
16,8,1,23-08-2012 20:00:00
14,0,3,24-08-2012 09:00:00
2,0,3,24-08-2012 11:00:00
0,0,6,24-08-2012 12:30:00
6,0,3,24-08-2012 15:30:00
16,0,3,24-08-2012 17:00:00
8,0,3,24-08-2012 19:00:00
12,1,3,24-08-2012 08:00:00
9,1,3,24-08-2012 09:30:00
0,1,3,24-08-2012 11:30:00
8,1,3,24-08-2012 13:00:00
10,1,3,24-08-2012 15:30:00
12,1,3,24-08-2012 18:00:00
13,2,3,24-08-2012 08:00:00
0,2,3,24-08-2012 11:00:00
15,2,3,24-08-2012 13:00:00
16,2,3,24-08-2012 15:00:00
12,2,3,24-08-2012 16:30:00
1,3,2,24-08-2012 08:30:00
3,3,2,24-08-2012 11:00:00
17,3,2,24-08-2012 14:00:00
8,3,2,24-08-2012 16:30:00
15,3,2,24-08-2012 17:30:00
10,3,2,24-08-2012 18:30:00
0,4,2,24-08-2012 08:00:00
3,4,2,24-08-2012 10:00:00
9,4,2,24-08-2012 12:00:00
14,4,2,24-08-2012 13:00:00
3,4,2,24-08-2012 14:00:00
0,4,2,24-08-2012 17:00:00
3,4,2,24-08-2012 18:00:00
0,4,2,24-08-2012 19:00:00
0,5,2,24-08-2012 18:30:00
6,6,2,24-08-2012 09:30:00
0,6,2,24-08-2012 11:00:00
14,6,2,24-08-2012 12:00:00
0,6,2,24-08-2012 14:30:00
11,6,2,24-08-2012 17:00:00
14,6,2,24-08-2012 18:30:00
0,6,2,24-08-2012 19:30:00
15,7,2,24-08-2012 09:30:00
17,7,2,24-08-2012 13:00:00
13,7,2,24-08-2012 14:00:00
4,7,2,24-08-2012 17:00:00
2,7,2,24-08-2012 18:30:00
3,8,1,24-08-2012 08:30:00
16,8,1,24-08-2012 11:00:00
16,8,1,24-08-2012 13:30:00
14,8,1,24-08-2012 14:00:00
14,8,1,24-08-2012 17:30:00
8,0,3,25-08-2012 08:00:00
7,0,3,25-08-2012 11:00:00
0,0,3,25-08-2012 12:30:00
5,0,3,25-08-2012 14:00:00
0,0,3,25-08-2012 15:30:00
17,0,3,25-08-2012 17:00:00
9,1,3,25-08-2012 08:00:00
11,1,3,25-08-2012 11:30:00
0,1,9,25-08-2012 13:30:00
15,1,3,25-08-2012 18:30:00
2,2,3,25-08-2012 08:00:00
1,2,3,25-08-2012 09:30:00
14,2,3,25-08-2012 11:00:00
1,2,3,25-08-2012 12:30:00
1,2,3,25-08-2012 16:30:00
16,3,2,25-08-2012 08:00:00
16,3,2,25-08-2012 09:30:00
0,3,2,25-08-2012 12:00:00
15,3,2,25-08-2012 14:30:00
11,3,2,25-08-2012 18:30:00
3,3,2,25-08-2012 19:30:00
14,4,2,25-08-2012 08:00:00
0,4,2,25-08-2012 09:30:00
6,4,2,25-08-2012 10:30:00
10,4,2,25-08-2012 11:30:00
3,4,2,25-08-2012 12:30:00
11,4,2,25-08-2012 14:00:00
13,4,4,25-08-2012 15:30:00
3,4,2,25-08-2012 17:30:00
11,5,2,25-08-2012 08:00:00
0,5,2,25-08-2012 14:30:00
0,6,4,25-08-2012 08:30:00
0,6,2,25-08-2012 11:00:00
12,6,2,25-08-2012 14:00:00
0,6,2,25-08-2012 18:30:00
6,6,2,25-08-2012 19:30:00
15,7,2,25-08-2012 08:30:00
2,7,2,25-08-2012 09:30:00
4,7,2,25-08-2012 11:00:00
13,7,2,25-08-2012 14:00:00
8,7,2,25-08-2012 15:00:00
0,7,2,25-08-2012 19:00:00
15,8,1,25-08-2012 08:00:00
3,8,3,25-08-2012 09:30:00
16,8,1,25-08-2012 11:00:00
2,8,1,25-08-2012 12:00:00
16,8,2,25-08-2012 12:30:00
3,8,1,25-08-2012 13:30:00
16,8,1,25-08-2012 14:30:00
6,8,1,25-08-2012 15:00:00
3,8,3,25-08-2012 15:30:00
2,8,1,25-08-2012 17:30:00
16,8,1,25-08-2012 19:00:00
11,0,3,26-08-2012 08:30:00
6,0,3,26-08-2012 10:30:00
11,0,3,26-08-2012 12:00:00
0,0,3,26-08-2012 15:00:00
6,0,3,26-08-2012 17:00:00
5,0,3,26-08-2012 19:00:00
12,1,3,26-08-2012 08:30:00
11,1,3,26-08-2012 10:30:00
0,1,6,26-08-2012 13:00:00
13,1,3,26-08-2012 16:00:00
0,1,3,26-08-2012 17:30:00
1,2,3,26-08-2012 08:30:00
16,2,3,26-08-2012 10:00:00
1,2,3,26-08-2012 11:30:00
1,2,3,26-08-2012 15:30:00
0,2,3,26-08-2012 17:30:00
3,3,2,26-08-2012 08:00:00
13,3,2,26-08-2012 13:00:00
10,3,2,26-08-2012 16:00:00
0,3,2,26-08-2012 18:00:00
6,3,2,26-08-2012 19:30:00
0,4,4,26-08-2012 08:00:00
14,4,2,26-08-2012 10:00:00
0,4,2,26-08-2012 11:30:00
10,4,2,26-08-2012 13:00:00
0,4,2,26-08-2012 15:30:00
3,4,2,26-08-2012 18:30:00
0,5,2,26-08-2012 08:00:00
0,6,2,26-08-2012 08:00:00
0,6,2,26-08-2012 11:00:00
12,6,2,26-08-2012 12:00:00
0,6,2,26-08-2012 15:00:00
12,6,2,26-08-2012 16:00:00
0,6,4,26-08-2012 18:30:00
4,7,2,26-08-2012 08:00:00
17,7,2,26-08-2012 10:00:00
8,7,2,26-08-2012 11:30:00
4,7,2,26-08-2012 13:30:00
7,7,2,26-08-2012 16:30:00
7,7,2,26-08-2012 18:00:00
0,7,2,26-08-2012 19:00:00
15,8,1,26-08-2012 08:00:00
3,8,1,26-08-2012 09:30:00
3,8,2,26-08-2012 10:30:00
16,8,1,26-08-2012 11:30:00
3,8,1,26-08-2012 12:00:00
15,8,1,26-08-2012 12:30:00
3,8,1,26-08-2012 14:00:00
16,8,1,26-08-2012 14:30:00
3,8,1,26-08-2012 15:30:00
0,8,1,26-08-2012 16:00:00
0,8,1,26-08-2012 17:00:00
3,8,1,26-08-2012 18:00:00
8,8,1,26-08-2012 20:00:00
0,0,3,27-08-2012 09:00:00
5,0,3,27-08-2012 10:30:00
17,0,3,27-08-2012 13:00:00
7,0,3,27-08-2012 15:30:00
0,0,6,27-08-2012 17:30:00
12,1,3,27-08-2012 08:30:00
0,1,3,27-08-2012 11:00:00
9,1,3,27-08-2012 12:30:00
8,1,3,27-08-2012 14:30:00
9,1,3,27-08-2012 16:30:00
10,1,3,27-08-2012 18:30:00
0,2,3,27-08-2012 08:00:00
0,2,3,27-08-2012 11:00:00
2,2,3,27-08-2012 14:30:00
2,2,3,27-08-2012 16:30:00
15,3,2,27-08-2012 09:30:00
0,3,2,27-08-2012 11:30:00
11,3,2,27-08-2012 14:00:00
16,3,2,27-08-2012 17:00:00
16,3,2,27-08-2012 19:30:00
9,4,2,27-08-2012 08:30:00
5,4,2,27-08-2012 09:30:00
3,4,2,27-08-2012 10:30:00
0,4,2,27-08-2012 12:00:00
8,4,2,27-08-2012 13:30:00
13,4,2,27-08-2012 14:30:00
11,4,2,27-08-2012 15:30:00
0,4,2,27-08-2012 16:30:00
11,4,2,27-08-2012 18:00:00
12,4,2,27-08-2012 19:00:00
20,5,2,27-08-2012 09:00:00
0,5,2,27-08-2012 10:30:00
12,5,2,27-08-2012 14:00:00
0,6,2,27-08-2012 08:00:00
0,6,4,27-08-2012 09:30:00
6,6,2,27-08-2012 13:00:00
0,6,2,27-08-2012 15:00:00
12,6,2,27-08-2012 16:30:00
0,6,2,27-08-2012 17:30:00
1,6,2,27-08-2012 19:00:00
17,7,2,27-08-2012 09:00:00
4,7,2,27-08-2012 10:30:00
2,7,2,27-08-2012 12:30:00
14,7,2,27-08-2012 13:30:00
4,7,2,27-08-2012 14:30:00
13,7,2,27-08-2012 17:00:00
8,7,2,27-08-2012 18:00:00
15,7,2,27-08-2012 19:00:00
9,8,1,27-08-2012 08:00:00
16,8,1,27-08-2012 10:00:00
16,8,3,27-08-2012 11:00:00
3,8,1,27-08-2012 13:30:00
9,8,1,27-08-2012 14:30:00
16,8,1,27-08-2012 15:00:00
4,8,1,27-08-2012 15:30:00
12,8,1,27-08-2012 16:00:00
11,8,1,27-08-2012 17:00:00
3,8,1,27-08-2012 20:00:00
11,0,3,28-08-2012 08:30:00
14,0,3,28-08-2012 10:00:00
10,0,3,28-08-2012 11:30:00
17,0,3,28-08-2012 14:30:00
6,0,3,28-08-2012 16:00:00
16,0,3,28-08-2012 17:30:00
12,1,3,28-08-2012 08:30:00
11,1,3,28-08-2012 13:00:00
9,1,3,28-08-2012 14:30:00
12,1,3,28-08-2012 19:00:00
17,2,3,28-08-2012 08:30:00
1,2,3,28-08-2012 10:30:00
2,2,3,28-08-2012 12:00:00
1,2,9,28-08-2012 13:30:00
0,2,3,28-08-2012 18:00:00
8,3,2,28-08-2012 11:30:00
15,3,2,28-08-2012 13:00:00
20,3,2,28-08-2012 14:00:00
17,3,2,28-08-2012 18:30:00
8,4,2,28-08-2012 08:30:00
3,4,2,28-08-2012 10:30:00
0,4,4,28-08-2012 11:30:00
17,4,2,28-08-2012 13:30:00
10,4,2,28-08-2012 15:30:00
0,4,2,28-08-2012 16:30:00
13,4,2,28-08-2012 18:30:00
20,4,2,28-08-2012 19:30:00
0,5,2,28-08-2012 09:00:00
7,5,2,28-08-2012 10:30:00
0,5,2,28-08-2012 16:00:00
0,5,2,28-08-2012 18:00:00
6,6,2,28-08-2012 08:00:00
0,6,4,28-08-2012 10:30:00
14,6,2,28-08-2012 12:30:00
12,6,2,28-08-2012 18:00:00
13,7,2,28-08-2012 08:00:00
2,7,2,28-08-2012 09:00:00
8,7,2,28-08-2012 10:00:00
9,7,2,28-08-2012 13:30:00
15,7,2,28-08-2012 14:30:00
4,7,2,28-08-2012 17:00:00
2,7,2,28-08-2012 18:00:00
4,7,2,28-08-2012 19:00:00
16,8,1,28-08-2012 08:00:00
3,8,1,28-08-2012 09:30:00
16,8,1,28-08-2012 10:00:00
2,8,1,28-08-2012 11:30:00
12,8,1,28-08-2012 12:00:00
16,8,1,28-08-2012 13:00:00
4,8,1,28-08-2012 13:30:00
16,8,1,28-08-2012 15:30:00
3,8,2,28-08-2012 17:00:00
0,8,1,28-08-2012 19:00:00
0,0,3,29-08-2012 08:30:00
7,0,3,29-08-2012 11:30:00
10,0,3,29-08-2012 13:30:00
0,0,3,29-08-2012 16:00:00
9,0,3,29-08-2012 17:30:00
0,0,3,29-08-2012 19:00:00
12,1,3,29-08-2012 08:00:00
10,1,3,29-08-2012 10:00:00
9,1,3,29-08-2012 13:30:00
10,1,3,29-08-2012 16:30:00
8,1,3,29-08-2012 18:00:00
1,2,3,29-08-2012 08:30:00
1,2,3,29-08-2012 10:30:00
8,2,3,29-08-2012 12:00:00
8,2,3,29-08-2012 14:00:00
6,2,3,29-08-2012 15:30:00
1,2,3,29-08-2012 17:30:00
11,2,3,29-08-2012 19:00:00
3,3,2,29-08-2012 08:30:00
3,3,2,29-08-2012 10:30:00
1,3,2,29-08-2012 14:00:00
14,3,2,29-08-2012 16:00:00
16,3,2,29-08-2012 17:00:00
3,3,4,29-08-2012 18:30:00
0,4,2,29-08-2012 08:30:00
13,4,2,29-08-2012 10:00:00
0,4,2,29-08-2012 11:00:00
1,4,2,29-08-2012 12:00:00
0,4,4,29-08-2012 13:00:00
5,4,2,29-08-2012 15:00:00
0,4,2,29-08-2012 16:30:00
14,4,2,29-08-2012 18:00:00
20,4,2,29-08-2012 19:30:00
0,6,2,29-08-2012 08:00:00
6,6,4,29-08-2012 10:30:00
0,6,2,29-08-2012 13:00:00
0,6,2,29-08-2012 15:30:00
12,6,2,29-08-2012 17:30:00
12,6,2,29-08-2012 19:00:00
8,7,2,29-08-2012 10:00:00
15,7,2,29-08-2012 13:00:00
4,7,2,29-08-2012 15:00:00
2,7,2,29-08-2012 16:30:00
13,7,2,29-08-2012 17:30:00
4,7,2,29-08-2012 18:30:00
8,7,2,29-08-2012 19:30:00
15,8,1,29-08-2012 08:00:00
0,8,1,29-08-2012 11:30:00
3,8,1,29-08-2012 13:30:00
16,8,1,29-08-2012 14:00:00
3,8,2,29-08-2012 15:00:00
0,8,1,29-08-2012 17:30:00
16,8,1,29-08-2012 18:30:00
1,8,1,29-08-2012 19:30:00
0,0,3,30-08-2012 08:00:00
17,0,3,30-08-2012 09:30:00
5,0,3,30-08-2012 12:30:00
0,0,3,30-08-2012 14:00:00
5,0,3,30-08-2012 16:00:00
8,1,3,30-08-2012 08:00:00
10,1,3,30-08-2012 12:30:00
11,1,3,30-08-2012 14:00:00
0,1,3,30-08-2012 16:00:00
0,1,3,30-08-2012 19:00:00
1,2,3,30-08-2012 11:00:00
15,2,3,30-08-2012 12:30:00
1,2,3,30-08-2012 14:00:00
7,2,3,30-08-2012 17:00:00
21,2,3,30-08-2012 19:00:00
10,3,2,30-08-2012 08:00:00
6,3,2,30-08-2012 09:30:00
14,3,2,30-08-2012 12:30:00
20,3,2,30-08-2012 15:00:00
20,3,2,30-08-2012 16:30:00
16,3,2,30-08-2012 17:30:00
6,3,2,30-08-2012 19:30:00
0,4,2,30-08-2012 08:00:00
13,4,2,30-08-2012 09:00:00
0,4,2,30-08-2012 10:00:00
10,4,2,30-08-2012 14:30:00
11,4,2,30-08-2012 15:30:00
1,4,2,30-08-2012 16:30:00
0,4,2,30-08-2012 18:30:00
12,6,6,30-08-2012 08:00:00
12,6,2,30-08-2012 11:30:00
0,6,4,30-08-2012 13:00:00
0,6,2,30-08-2012 15:30:00
12,6,2,30-08-2012 16:30:00
0,6,2,30-08-2012 17:30:00
0,7,2,30-08-2012 11:30:00
4,7,2,30-08-2012 14:30:00
15,7,2,30-08-2012 17:30:00
8,7,2,30-08-2012 19:00:00
1,8,1,30-08-2012 08:00:00
21,8,1,30-08-2012 10:00:00
3,8,1,30-08-2012 10:30:00
20,8,1,30-08-2012 11:00:00
17,8,1,30-08-2012 12:30:00
3,8,1,30-08-2012 13:00:00
2,8,1,30-08-2012 14:00:00
21,8,3,30-08-2012 15:30:00
3,8,1,30-08-2012 18:00:00
6,8,1,30-08-2012 19:00:00
16,8,1,30-08-2012 19:30:00
9,8,1,30-08-2012 20:00:00
5,0,3,31-08-2012 09:00:00
0,0,3,31-08-2012 10:30:00
11,0,3,31-08-2012 12:00:00
6,0,3,31-08-2012 14:30:00
2,0,3,31-08-2012 16:30:00
5,0,3,31-08-2012 19:00:00
0,1,3,31-08-2012 08:00:00
0,1,3,31-08-2012 10:30:00
12,1,3,31-08-2012 12:00:00
8,1,3,31-08-2012 13:30:00
10,1,6,31-08-2012 15:00:00
8,1,3,31-08-2012 18:30:00
2,2,3,31-08-2012 08:30:00
0,2,3,31-08-2012 11:00:00
16,2,3,31-08-2012 12:30:00
21,2,3,31-08-2012 14:00:00
21,2,3,31-08-2012 17:00:00
0,2,3,31-08-2012 19:00:00
20,3,2,31-08-2012 09:00:00
10,3,2,31-08-2012 10:30:00
3,3,2,31-08-2012 12:30:00
20,3,2,31-08-2012 19:30:00
0,4,2,31-08-2012 08:30:00
0,4,2,31-08-2012 10:00:00
14,4,2,31-08-2012 12:30:00
0,4,2,31-08-2012 13:30:00
11,4,4,31-08-2012 14:30:00
9,4,2,31-08-2012 16:30:00
6,4,2,31-08-2012 18:00:00
11,4,2,31-08-2012 19:00:00
0,5,2,31-08-2012 09:30:00
0,5,2,31-08-2012 11:00:00
0,5,2,31-08-2012 15:00:00
11,5,2,31-08-2012 17:00:00
1,6,4,31-08-2012 09:00:00
0,6,4,31-08-2012 11:00:00
0,6,4,31-08-2012 14:30:00
12,6,4,31-08-2012 18:00:00
9,7,2,31-08-2012 08:00:00
5,7,2,31-08-2012 11:30:00
17,7,2,31-08-2012 13:00:00
15,7,2,31-08-2012 15:00:00
17,7,2,31-08-2012 16:30:00
13,7,2,31-08-2012 17:30:00
10,7,2,31-08-2012 18:30:00
17,8,1,31-08-2012 08:30:00
3,8,1,31-08-2012 10:00:00
21,8,2,31-08-2012 12:30:00
3,8,1,31-08-2012 13:30:00
15,8,1,31-08-2012 14:00:00
3,8,1,31-08-2012 14:30:00
16,8,1,31-08-2012 16:00:00
6,8,1,31-08-2012 16:30:00
3,8,1,31-08-2012 17:00:00
2,8,1,31-08-2012 18:00:00
20,8,1,31-08-2012 18:30:00
21,8,1,31-08-2012 19:00:00
21,8,1,31-08-2012 20:00:00
0,0,3,01-09-2012 08:00:00
17,0,3,01-09-2012 11:00:00
7,0,3,01-09-2012 12:30:00
6,0,3,01-09-2012 15:00:00
4,0,3,01-09-2012 17:00:00
0,1,3,01-09-2012 08:00:00
11,1,3,01-09-2012 09:30:00
10,1,3,01-09-2012 11:00:00
12,1,3,01-09-2012 14:30:00
0,1,3,01-09-2012 16:30:00
12,1,3,01-09-2012 19:00:00
1,2,3,01-09-2012 09:00:00
21,2,3,01-09-2012 13:30:00
1,2,3,01-09-2012 16:30:00
15,2,3,01-09-2012 18:00:00
17,3,2,01-09-2012 08:30:00
13,3,2,01-09-2012 09:30:00
15,3,2,01-09-2012 10:30:00
17,3,2,01-09-2012 12:30:00
17,3,2,01-09-2012 14:00:00
16,3,2,01-09-2012 15:00:00
0,3,2,01-09-2012 16:30:00
16,3,2,01-09-2012 18:00:00
17,3,2,01-09-2012 19:00:00
8,4,2,01-09-2012 08:30:00
9,4,2,01-09-2012 11:00:00
11,4,2,01-09-2012 12:30:00
0,4,6,01-09-2012 13:30:00
0,4,2,01-09-2012 17:30:00
16,4,2,01-09-2012 19:30:00
0,5,2,01-09-2012 09:30:00
7,5,2,01-09-2012 15:30:00
0,6,8,01-09-2012 09:30:00
4,6,2,01-09-2012 15:00:00
0,6,4,01-09-2012 16:00:00
2,6,2,01-09-2012 18:00:00
21,7,2,01-09-2012 08:30:00
2,7,2,01-09-2012 11:30:00
1,7,2,01-09-2012 14:00:00
15,7,2,01-09-2012 15:00:00
13,7,2,01-09-2012 17:30:00
9,7,2,01-09-2012 19:00:00
17,8,1,01-09-2012 10:00:00
1,8,1,01-09-2012 10:30:00
14,8,1,01-09-2012 11:00:00
21,8,1,01-09-2012 11:30:00
21,8,1,01-09-2012 15:00:00
3,8,1,01-09-2012 16:00:00
20,8,1,01-09-2012 18:00:00
3,8,1,01-09-2012 18:30:00
7,8,1,01-09-2012 19:30:00
10,0,3,02-09-2012 08:30:00
0,0,3,02-09-2012 10:30:00
12,0,3,02-09-2012 12:00:00
5,0,3,02-09-2012 15:00:00
6,0,3,02-09-2012 18:00:00
15,1,3,02-09-2012 08:30:00
11,1,3,02-09-2012 12:30:00
10,1,6,02-09-2012 16:00:00
0,1,3,02-09-2012 19:00:00
0,2,3,02-09-2012 09:30:00
21,2,3,02-09-2012 11:00:00
0,2,3,02-09-2012 12:30:00
9,2,3,02-09-2012 15:30:00
5,2,3,02-09-2012 17:00:00
0,2,3,02-09-2012 19:00:00
15,3,2,02-09-2012 13:30:00
3,3,2,02-09-2012 14:30:00
15,3,2,02-09-2012 16:30:00
15,3,2,02-09-2012 18:00:00
17,3,2,02-09-2012 19:30:00
0,4,2,02-09-2012 08:00:00
0,4,6,02-09-2012 09:30:00
5,4,2,02-09-2012 12:30:00
